id,title,description,link,image_link,additional_image_link,availability,price,brand,condition,google_product_category,mpn,gtin
tangerine-twist-vase-m7G1iP,Tangerine Twist Vase,"This orange dolomite vase features playful wavy handles, making it a striking and lively decorative piece. Perfect for adding a bold touch to any space.*Material: Dolomite*Dimensions: 21.6x16.8x28.8cm",https://joyandco.com/product/tangerine-twist-vase-m7G1iP,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6e3cef58c.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6e3d6833e.webp,in stock,235.00 AED,KERSTEN,new,602,tangerine-twist-vase-m7G1iP,
tea-cups-wplate-set-of-two-fKGiZh,Tea Cups W/Plate Set of Two,"Elevate your tea ritual with this enchanting glass cup and matching saucer, crafted from thermal shock resistant borosilicate. Its clear, fluted design adds a delicate beauty to every sip. Whether you are enjoying a moment alone or entertaining guests, this cup and saucer set brings an elegant touch to any tea time.*Material: Borosilicate Glass*Suitable for dishwasher use*Suitable for microwave*Dimensions: Cup Height 7 Ø 11 cm - Plate Height 2.3 Ø 14 cm - Capacity 350 ml*Available as a set of twoMade in Italy",https://joyandco.com/product/tea-cups-wplate-set-of-two-fKGiZh,https://joyandco.com/storage/app/public/product/2025-05-26-68338ea635ee4.webp,https://joyandco.com/storage/app/public/product/2025-05-26-68338ec046eb2.webp,in stock,176.00 AED,BITOSSI,new,6049,tea-cups-wplate-set-of-two-fKGiZh,
tea-tools-set-qtiOW7,Tea Tools Set,"Introducing the essential kit for all tea lovers - a refined toolbox in an elegant book-like box that makes the perfect going-away gift. Inside, you'll find everything you need to elevate your tea nights.Included in this set:• Tea Tongs - Pick up your tea bags with grace without getting any fingers burned.• Tea Infuser - An easy-to-use infuser, with a clever design to fill and remove tea leaves.• Honey Dipper - Helps you easily collect and distribute honey from the jar without any mess.Material: Cover in cloth, tools of stainless steelColor: Purple / GoldDimensions: 16 x 6 x 22 cmProducts made of stainless steel are dishwasher safe.",https://joyandco.com/product/tea-tools-set-qtiOW7,https://joyandco.com/storage/app/public/product/2025-09-01-68b5a4c8635a5.webp,https://joyandco.com/storage/app/public/product/2025-09-01-68b5a4c888647.webp,in stock,236.00 AED,PRINTWORKS,new,602,tea-tools-set-qtiOW7,
teapot-UXKZyi,Teapot,"Add a touch of timeless romance to your tea ritual with this elegant teapot, crafted from clear borosilicate glass. The translucent design lets you watch your tea infuse, making every moment feel extra special.*Material: Borosilicate Glass*Suitable for dishwasher use*Suitable for microwave*Dimensions: Height 17.5 cm - Capacity 650 mlMade in Italy",https://joyandco.com/product/teapot-UXKZyi,https://joyandco.com/storage/app/public/product/2025-02-19-67b633d7794c0.webp,,in stock,199.00 AED,BITOSSI,new,3330,teapot-UXKZyi,
terracotta-salad-bowl-TwkIPi,Terracotta Salad Bowl,"An elegant yet timeless dinnerware collection that keeps your table beautiful all year round. Made from traditional ironstone using expert Italian techniques, the design truly reflects history. Featuring an intricately detailed Italian-inspired floral motif and a classic terracotta color palette, these pieces will be a cherished favorite for years to come.*Light beige with brown floral pattern*Suitable for dishwasher use (up to 250 washes)*Suitable for microwave*Dimensions: 23.7 cm",https://joyandco.com/product/terracotta-salad-bowl-TwkIPi,https://joyandco.com/storage/app/public/product/2025-09-24-68d3df5704390.webp,https://joyandco.com/storage/app/public/product/2025-09-24-68d3df5773bfe.webp,in stock,225.00 AED,BITOSSI,new,3498,terracotta-salad-bowl-TwkIPi,
the-joy-frame-set-GTfjJy,The Joy Frame Set,"Add a joyful splash of personality to your shelves with this playful set of 4 polyresin photo frames. Featuring vibrant stripes, bold colors, and cheerful messages, each frame brings a lighthearted charm to your favorite memories. Whether grouped together or styled individually, this set is made to brighten up your home or someone else’s.Material: PolyresinIncludes 4 frames:Bisou 10×10 cmSaluti 10×15 cmJe T’aime 10×15 cmCiao Bella 13×18 cm",https://joyandco.com/product/the-joy-frame-set-GTfjJy,https://joyandco.com/storage/app/public/product/2025-05-01-68136e02478d6.webp,,in stock,390.00 AED,KERSTEN,new,4295,the-joy-frame-set-GTfjJy,
tissue-box-orange-pWgfkV,Tissue Box Orange,"Elevate everyday essentials with this vibrant ceramic tissue box. Hand-painted in playful orange and blue stripes, it adds a cheerful, artistic touch to your living room, bathroom, or office space, proof that even the small details can bring big joy.*Handmade and hand-painted for unique character*Dimensions: 13.5x13.5x15 cm*Fits standard square tissue boxes*Suitable for dishwasherEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/tissue-box-orange-pWgfkV,https://joyandco.com/storage/app/public/product/2025-04-29-6810ea60a0c9b.webp,https://joyandco.com/storage/app/public/product/2025-04-29-6810ea6101c87.webp,in stock,315.00 AED,VAL POTTERY,new,602,tissue-box-orange-pWgfkV,
tissue-box-yellow-wzvC7o,Tissue Box Yellow,"Add a cheerful, artistic accent to your home with this hand-painted ceramic tissue box. Featuring bright yellow details and deep blue lines, it turns an everyday essential into a design statement.*Handmade and hand-painted for unique character*Dimensions: 13.5x13.5x15 cm*Fits standard square tissue boxes*Suitable for dishwasherEach piece is entirely handmade, and slight variations or imperfections are part of its natural character. Your item may differ slightly from the one shown in the photo, making it truly one of a kind.Made in Portugal using traditional techniques.",https://joyandco.com/product/tissue-box-yellow-wzvC7o,https://joyandco.com/storage/app/public/product/2025-04-30-6811f38e0baf6.webp,https://joyandco.com/storage/app/public/product/2025-04-30-6811f38fb8a22.webp,in stock,315.00 AED,VAL POTTERY,new,3553,tissue-box-yellow-wzvC7o,
tower-vase-9HSBd7,Tower Vase,"A sculptural statement with serious personality. The Tower Vase stands tall with a cascade of glossy, multicolored spheres in dreamy pastel tones of blue, pink, and green. Crafted from stoneware and finished with a glazed gradient effect, it’s perfect for adding height and playfulness to your décor.Material: StonewareDimensions: 18.8x18.8x46 cmEach piece is handmade, so slight variations or imperfections are part of its unique charm.",https://joyandco.com/product/tower-vase-9HSBd7,https://joyandco.com/storage/app/public/product/2025-05-21-682def5d0011b.webp,https://joyandco.com/storage/app/public/product/2025-05-21-682def5d41b72.webp,in stock,580.00 AED,KERSTEN,new,602,tower-vase-9HSBd7,
tropic-twist-vase-8dCYxo,Tropic Twist Vase,"Bring joy and bold character into your space with this playful polyresin vase. Featuring a ruffled rim, striped body in vibrant green and cream, and two cheerful bird-shaped handles, it’s a true conversation starter.Material: PolyresinDimensions: 21x18.5x35 cm",https://joyandco.com/product/tropic-twist-vase-8dCYxo,https://joyandco.com/storage/app/public/product/2025-05-21-682de9628415f.webp,https://joyandco.com/storage/app/public/product/2025-05-21-682de962d466b.webp,in stock,460.00 AED,KERSTEN,new,602,tropic-twist-vase-8dCYxo,
tropical-vase-JoQGyk,Tropical Vase,"This multi-colored polyresin vase features a vibrant bird and floral 3D design, making it a perfect statement piece for a lively and artistic touch to your decor.*Material: Polyresin*Dimensions: 16x15.5x29.5cm",https://joyandco.com/product/tropical-vase-JoQGyk,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6c86ab77f.webp,https://joyandco.com/storage/app/public/product/2025-02-26-67bf6c8734b32.webp,in stock,250.00 AED,KERSTEN,new,602,tropical-vase-JoQGyk,
twist-flicker-candleholder-pink-JT2eWd,Twist & Flicker Candleholder Pink,"With its sculptural curves and organic form, the Twist & Flicker candle holder brings modern edge to your space. Crafted from polyresin in a matte pink finish splattered with coral red, it’s the perfect mix of art and function, ideal for minimal tablescapes or bold shelf styling.Material: PolyresinDimensions: 10x6.5x17 cmHolds standard taper candles",https://joyandco.com/product/twist-flicker-candleholder-pink-JT2eWd,https://joyandco.com/storage/app/public/product/2025-05-09-681dc83a2ac91.webp,https://joyandco.com/storage/app/public/product/2025-05-09-681dc83aa0184.webp,in stock,145.00 AED,KERSTEN,new,588,twist-flicker-candleholder-pink-JT2eWd,
twist-flicker-candleholder-white-sAsYLc,Twist & Flicker Candleholder White,"With its sculptural curves and organic form, the Twist & Flicker candle holder brings modern edge to your space. Crafted from polyresin in a matte white finish splattered with forest green, it’s the perfect mix of art and function, ideal for minimal tablescapes or bold shelf styling.Material: PolyresinDimensions: 10x6.5x17 cmHolds standard taper candles",https://joyandco.com/product/twist-flicker-candleholder-white-sAsYLc,https://joyandco.com/storage/app/public/product/2025-05-09-681dc7909717d.webp,https://joyandco.com/storage/app/public/product/2025-05-09-681dc79122ef0.webp,in stock,145.00 AED,KERSTEN,new,588,twist-flicker-candleholder-white-sAsYLc,
twist-glow-candleholder-green-bbkcUk,Twist & Glow Candleholder Green,"Bold and sculptural, the Twist & Glow is a statement candle holder made to elevate your space. Its organic form, speckled green finish, and three taper slots make it both artistic and functional, perfect for dramatic tablescapes or a standout shelf moment.Material: PolyresinDimensions: 19x10x30 cmHolds standard taper candles",https://joyandco.com/product/twist-glow-candleholder-green-bbkcUk,https://joyandco.com/storage/app/public/product/2025-05-09-681dc715610e4.webp,https://joyandco.com/storage/app/public/product/2025-05-09-681dc715bb09d.webp,in stock,245.00 AED,KERSTEN,new,588,twist-glow-candleholder-green-bbkcUk,
twist-glow-candleholder-orange-3nhp4A,Twist & Glow Candleholder Orange,"Bold and sculptural, the Twist & Glow is a statement candle holder made to elevate your space. Its organic form, speckled orange finish, and three taper slots make it both artistic and functional, perfect for dramatic tablescapes or a standout shelf moment.Material: PolyresinDimensions: 19x10x30 cmHolds standard taper candles",https://joyandco.com/product/twist-glow-candleholder-orange-3nhp4A,https://joyandco.com/storage/app/public/product/2025-05-09-681dcd3b152b3.webp,https://joyandco.com/storage/app/public/product/2025-05-09-681dcd3b5e594.webp,in stock,245.00 AED,KERSTEN,new,588,twist-glow-candleholder-orange-3nhp4A,
vase-oscar-bone-gloss-aA1JJf,Vase 'Óscar' Bone Gloss,"Bold, bouncy, and beautifully unexpected, the Oscar vase is a sculptural standout from the playful Blow Up collection by Home Studyo. Its inflated form and soft bone-white glossy finish make it the kind of piece that doesn't just decorate a room, it transforms it.*Material: Ceramic / Earthenware*Dimensions: 29×28×17 cm*Hand wash only*Not suitable for dishwasher*Not suitable for microwave*Handmade in PortugalEach piece is crafted by hand, with natural variations that make every vase one of a kind. Playful, practical, and unapologetically joyful.",https://joyandco.com/product/vase-oscar-bone-gloss-aA1JJf,https://joyandco.com/storage/app/public/product/2025-05-01-681395fd3eb6e.webp,https://joyandco.com/storage/app/public/product/2025-05-01-681395fdc6c41.webp,in stock,720.00 AED,HOME STUDYO,new,602,vase-oscar-bone-gloss-aA1JJf,
vase-oscar-bubblegum-gloss-NiYPpf,Vase 'Óscar' Bubblegum Gloss,"Bold, bouncy, and beautifully unexpected, the Oscar vase is a sculptural standout from the playful Blow Up collection by Home Studyo. Its inflated form and pretty bubblehum-pink glossy finish make it the kind of piece that doesn't just decorate a room, it transforms it.*Material: Ceramic / Earthenware*Dimensions: 29×28×17 cm*Hand wash only*Not suitable for dishwasher*Not suitable for microwave*Handmade in PortugalEach piece is crafted by hand, with natural variations that make every vase one of a kind. Playful, practical, and unapologetically joyful.",https://joyandco.com/product/vase-oscar-bubblegum-gloss-NiYPpf,https://joyandco.com/storage/app/public/product/2025-05-01-6813832e196cf.webp,https://joyandco.com/storage/app/public/product/2025-05-01-6813832e9ee55.webp,in stock,720.00 AED,HOME STUDYO,new,602,vase-oscar-bubblegum-gloss-NiYPpf,
vase-oscar-sky-matte-0TnEkm,Vase 'Óscar' Sky Matte,"Bold, bouncy, and beautifully unexpected, the Oscar vase is a sculptural standout from the playful Blow Up collection by Home Studyo. Its inflated form and sky-blue matte finish make it the kind of piece that doesn't just decorate a room, it transforms it.*Material: Ceramic / Earthenware*Dimensions: 29×28×17 cm*Hand wash only*Not suitable for dishwasher*Not suitable for microwave*Handmade in PortugalEach piece is crafted by hand, with natural variations that make every vase one of a kind. Playful, practical, and unapologetically joyful.",https://joyandco.com/product/vase-oscar-sky-matte-0TnEkm,https://joyandco.com/storage/app/public/product/2025-05-03-68152545bf91d.webp,https://joyandco.com/storage/app/public/product/2025-05-03-68152546e38a1.webp,in stock,720.00 AED,HOME STUDYO,new,602,vase-oscar-sky-matte-0TnEkm,
vivid-vase-Gqxs54,Vivid Vase,"This multi-colored stoneware vase features a bold geometric design with vibrant hues, making it an ideal choice for a unique and lively decor accent.*Material: Stoneware*Dimensions: 13.9x13.9x26.1cm",https://joyandco.com/product/vivid-vase-Gqxs54,https://joyandco.com/storage/app/public/product/2025-02-26-67bf7187f06c9.webp,,in stock,185.00 AED,KERSTEN,new,602,vivid-vase-Gqxs54,
